	SRR1397196	SRR1397407	SRR1397265	SRR1397339
SRR1397196	0.0	0.7228871962277839	0.43362350380848746	0.5710917664127675
SRR1397407	0.7228871962277839	0.0	0.6398258977149075	0.7034820457018498
SRR1397265	0.43362350380848746	0.6398258977149075	0.0	0.7221617700398985
SRR1397339	0.5710917664127675	0.7034820457018498	0.7221617700398985	0.0
