function	SRR1397196	SRR1397407	SRR1397265	SRR1397339
K02297	2091.44	1411.97	2176.55	3073.3
K02298	2091.44	1411.97	2176.55	3073.3
K02299	2093.44	1424.97	2181.55	3093.3
K02300	2138.44	1682.97	2269.55	3424.3
K02302	3983.62	6414.47	4946.879999999999	12038.29
K02303	4414.83	9184.44	5692.9	13947.09
K02304	656.94	4175.22	1209.2	4319.8
K02305	521.62	2779.7200000000003	1237.7	2249.04
K02313	5125.139999999999	14525.169999999998	6026.0199999999995	33212.33
K02314	5226.639999999999	14477.919999999998	5749.0199999999995	32565.58
K02315	403.5	1316.75	479.5	9959.25
K02316	5030.639999999999	13787.169999999998	5473.5199999999995	31830.83
K02317	50.0	128.25	56.0	217.75
K02319	0.0	80.0	0.0	146.0
K02322	0.0	80.0	0.0	103.0
K02323	0.0	80.0	0.0	103.0
K02334	3843.08	6707.31	4196.3	23576.46
K02335	5103.639999999999	13775.169999999998	5517.79	31923.92
K02336	1382.0	3188.75	1658.5	3585.5
K02337	5331.639999999999	14535.669999999998	5927.0199999999995	35945.33
K02338	5380.639999999999	14253.669999999998	6024.0199999999995	32238.83
K02339	3147.12	6097.97	4129.049999999999	12824.789999999999
K02340	5003.639999999999	13633.169999999998	5440.5199999999995	31555.83
K02341	5015.639999999999	13666.669999999998	5476.0199999999995	31527.83
K02342	11141.400000000001	30184.6	12877.720000000001	58862.630000000005
K02343	5086.139999999999	11971.669999999998	5502.5199999999995	33500.83
K02344	50.0	134.25	56.0	219.25
K02345	50.0	128.25	56.0	217.75
K02346	4732.139999999999	14741.669999999998	5915.0199999999995	29094.83
K02347	907.5	1175.0	629.77	8684.09
K02348	1219.1100000000001	1310.6399999999999	1667.22	2426.3900000000003
K02351	139.6	644.0	573.0	1007.0
K02355	7278.200000000001	20645.61	7621.02	54713.17
K02356	5291.969999999999	16041.25	5972.0199999999995	35940.41
K02357	5022.639999999999	13667.169999999998	5464.5199999999995	31744.83
K02358	7247.76	21875.14	8670.07	47076.119999999995
K02361	501.0	4979.08	932.5	6194.75
K02362	142.0	1229.75	216.0	622.0
K02363	159.0	1367.75	252.0	983.25
K02364	50.0	134.25	56.0	219.25
K02371	675.54	4558.42	1355.65	10738.75
K02372	4738.969999999999	11311.669999999998	5123.12	23539.33
K02377	1197.23	6419.6900000000005	2167.92	13581.85
K02379	3472.3500000000004	8469.74	4185.950000000001	16372.64
K02380	815.0	2352.92	1238.5	1676.1599999999999
K02381	0.0	0.25	0.0	2.75
K02385	11.5	208.5	22.77	152.09
K02386	3440.06	9565.19	4970.35	13298.09
K02387	4092.31	10918.19	5239.87	17900.18
K02388	4565.75	10967.91	5218.32	19206.23
K02389	4124.25	10571.41	5328.32	17589.73
K02390	4864.5	13345.91	5622.82	20696.48
K02391	3424.06	7535.6900000000005	4947.6	13062.84
K02392	5001.5599999999995	14208.19	5829.639999999999	21878.52
K02393	3921.81	10189.69	5127.6	14916.09
K02394	3619.81	10196.69	5133.6	14818.09
K02395	2419.18	4745.75	2618.0	7483.74
K02396	4080.7499999999995	10508.41	5320.82	17172.23
K02397	3917.31	10247.19	4756.77	15695.68
K02398	2325.68	5775.75	2441.27	7851.33
K02399	1901.35	3370.92	1976.5	3459.91
K02400	4733.3099999999995	11019.44	5517.87	19296.93
K02401	4688.3099999999995	10951.69	5377.37	19209.18
K02402	1148.35	540.75	1158.0	1989.0
K02403	1153.35	544.75	1163.0	1996.0
K02404	2836.87	7939.72	2556.2200000000003	12826.88
K02405	3656.68	8369.75	3081.02	13569.579999999998
K02406	5548.3099999999995	15739.19	6924.039999999999	24968.27
K02407	3095.37	8581.470000000001	3269.2200000000003	9935.130000000001
K02408	4069.31	10496.69	5240.37	17447.18
K02409	4114.3099999999995	10760.69	5304.37	17778.18
K02410	4063.31	10600.69	5302.87	17858.68
K02411	3141.31	9462.19	4093.27	12998.18
K02412	4618.3099999999995	10885.69	5342.37	19043.18
K02413	2129.18	4864.75	2227.77	7341.83
K02414	1919.1799999999998	3509.25	2069.37	3976.83
K02415	4551.58	13972.41	6014.32	20398.97
K02416	4332.8099999999995	10177.69	4907.37	17498.18
K02417	4529.0	13759.91	6458.92	21293.48
K02418	2527.62	5326.47	2941.7200000000003	9871.880000000001
K02419	4643.3099999999995	10786.69	5350.37	19061.18
K02420	4624.75	10789.91	5327.82	19090.73
K02421	4560.3099999999995	10524.69	5234.37	18698.18
K02422	3686.7	8779.3	3235.99	13465.300000000001
K02423	1144.35	482.25	1165.0	1910.0
K02424	1153.6	924.95	1278.41	1689.88
K02425	50.0	128.25	56.0	217.75
K02426	2642.58	7655.33	4160.35	12335.58
K02427	3198.12	6462.97	4146.049999999999	12894.289999999999
K02428	5485.3099999999995	17522.17	6270.0199999999995	37650.33
K02429	1295.67	6715.92	2241.5	7991.75
K02430	77.0	137.25	60.0	2425.75
K02431	455.0	785.25	1043.5	975.75
K02433	8361.29	15784.239999999998	10370.17	37823.060000000005
K02434	4669.639999999999	9948.919999999998	4714.0199999999995	29317.58
K02435	4599.639999999999	9920.919999999998	4712.0199999999995	26299.58
K02436	1.0	70.75	1.5	35.25
K02437	5082.0599999999995	12695.84	5520.0199999999995	31427.83
K02438	1043.38	3075.69	1310.1	5090.18
K02439	1493.33	3340.25	1753.0	3869.99
K02440	500.27	3995.95	851.47	2204.54
K02441	1520.33	3525.58	1824.0	4686.33
K02442	8.33	28.33	12.0	34.83
K02443	142.0	875.75	237.54	3030.43
K02444	2798.44	3854.4700000000003	4117.55	8433.550000000001
K02445	149.0	683.58	251.5	916.25
K02446	414.5	1543.83	438.53999999999996	6512.18
K02448	519.62	2745.7200000000003	1201.45	2273.29
K02450	674.0	2592.0	909.5	5206.0
K02451	397.0	642.5	655.0	1623.5
K02452	828.0799999999999	2524.08	1347.25	3491.83
K02453	1891.78	7549.92	2227.6	12092.9
K02454	3212.3	11789.890000000001	3919.2	16589.440000000002
K02455	2678.4700000000003	7658.97	2994.2	12051.79
K02456	2615.73	8887.59	2607.25	18616.059999999998
K02457	844.93	2287.08	1236.5	3762.83
K02458	1152.9299999999998	4128.08	1613.5	7228.83
K02459	1159.9299999999998	4221.08	1637.5	7176.83
K02460	1170.9299999999998	4244.58	1649.5	7372.33
K02461	1104.9299999999998	4059.08	1608.5	6494.83
K02462	921.93	2389.08	1374.5	4239.83
K02463	533.3299999999999	837.8299999999999	934.0	2016.33
K02464	0.0	0.25	0.0	2.75
K02466	298.0	28.25	451.0	49.75
K02467	50.0	128.25	56.0	217.75
K02468	0.0	0.25	0.0	2.75
K02469	5151.8099999999995	13851.84	5547.0199999999995	34874.83
K02470	5111.8099999999995	13856.84	5571.0199999999995	32722.83
K02471	867.19	1313.64	1314.72	3037.71
K02472	498.44	634.97	664.8199999999999	3933.3900000000003
K02473	183.5	3602.0	264.0	6951.0
K02474	962.5400000000001	8081.89	2013.05	14305.800000000001
K02475	247.6	1965.2	321.2	2645.7
K02476	1128.6	2059.2	1172.2	2788.7
K02477	1508.69	10283.220000000001	2956.7	16237.050000000001
K02478	391.44	620.72	484.45	978.55
K02479	144.1	516.5	148.0	1767.5
K02480	704.0	3483.0	1359.0	4411.25
K02481	973.45	5100.67	1236.25	6925.16
K02482	588.94	3659.3900000000003	701.8	6341.460000000001
K02483	7438.17	21382.539999999997	11423.4	31083.12
K02484	1345.75	14664.75	1941.75	11723.41
K02485	114.85	413.25	146.5	3308.5
K02487	77.33	63.83	77.0	65.08
K02488	933.44	1882.72	1334.05	5954.049999999999
K02490	57.0	389.0	142.26999999999998	615.59
K02491	48.0	311.5	118.0	394.0
K02492	3843.6400000000003	10789.67	3419.42	18371.33
K02493	5195.639999999999	14051.169999999998	5604.5199999999995	32401.83
K02494	2020.6799999999998	3934.25	2071.5	5820.74
K02495	9651.84	26871.72	11363.47	49686.95
K02496	1985.6799999999998	3872.25	1980.5	5763.74
K02497	50.0	299.5	109.0	404.0
K02498	2916.12	5803.47	3608.5499999999997	11303.289999999999
K02499	1426.6	1424.7	534.97	13565.79
K02500	5016.04	13435.47	5459.82	26091.63
K02501	5001.04	13431.47	5459.82	25939.63
K02502	2902.62	6426.22	3701.8199999999997	11874.63
K02503	4954.55	14740.29	5553.57	31947.94
K02504	50.0	128.25	56.0	217.75
K02505	50.0	128.25	56.0	217.75
K02506	50.0	128.25	56.0	217.75
K02507	50.0	128.25	56.0	217.75
K02508	197.0	1727.5	255.0	2366.75
K02509	325.5	2135.0	418.5	2943.25
K02510	2611.79	5060.39	3822.95	8509.71
K02511	100.0	256.0	112.0	430.0
K02517	6482.049999999999	18581.8	7284.049999999999	33488.03
K02518	5535.389999999999	14051.84	5675.5199999999995	33812.24
K02519	5146.639999999999	13917.669999999998	5650.0199999999995	32140.83
K02520	5045.08	13690.39	5476.969999999999	31851.38
K02521	1415.0	2283.25	1598.0	3568.0
K02523	4021.87	12788.97	4943.549999999999	25952.04
K02525	1001.0	236.5	998.0	385.0
K02526	103.0	210.25	102.17	262.25
K02527	4628.37	12515.97	4917.049999999999	24971.04
K02528	4973.639999999999	13756.669999999998	5353.0199999999995	31893.83
K02529	9208.66	25257.33	15449.16	71097.42
K02530	2.6	7.2	4.470000000000001	16.29
K02532	165.0	438.5	197.0	779.5
K02533	2851.79	4290.14	3580.05	9220.960000000001
K02535	3709.87	8754.970000000001	4096.049999999999	15385.54
K02536	4586.87	13262.47	5072.049999999999	27447.04
K02538	1.0	5.5	5.0	0.0
K02548	2222.62	7494.62	2965.4700000000003	21584.95
K02549	802.2700000000001	1120.12	1163.97	2485.2
K02550	50.0	303.75	116.0	359.5
K02551	684.27	4281.62	1237.97	7303.7
K02552	385.94000000000005	777.96	602.47	2181.2
K02553	2509.12	5051.97	2759.7	7921.040000000001
K02554	510.77	2071.97	781.95	3259.79
K02556	6806.43	17088.41	7705.32	28644.22
K02557	7922.12	24591.38	9160.619999999999	36274.020000000004
K02558	2393.68	5026.25	2846.5	11265.74
K02560	271.0	405.25	381.0	617.25
K02562	50.0	134.25	56.0	219.25
K02563	5083.639999999999	13952.169999999998	5560.5199999999995	32177.83
K02564	866.27	10537.279999999999	1585.47	10315.54
K02565	50.0	134.25	56.0	219.25
K02566	418.42	713.25	532.0	3040.0
K02567	637.98	4014.36	999.9	2868.76
K02568	636.73	4018.61	998.65	2770.51
K02569	383.58	1969.3600000000001	605.4	3296.26
K02570	635.98	4007.86	996.9	2765.26
K02571	466.04	1637.72	709.9499999999999	1104.3000000000002
K02572	320.44	2644.1400000000003	510.95	1957.46
K02573	315.0	2750.09	536.75	2225.3199999999997
K02574	315.0	2750.09	536.75	2225.3199999999997
K02575	5339.55	6775.5	5454.85	8312.74
K02584	317.77	3149.7200000000003	357.8	3059.29
K02585	160.44	3052.8900000000003	192.7	1954.46
K02586	152.94	2820.8900000000003	184.2	1800.96
K02587	156.94	2823.8900000000003	183.2	1845.46
K02588	165.44	3216.3900000000003	210.2	1945.96
K02589	13.5	179.0	11.5	109.5
K02590	13.5	179.0	11.5	109.5
K02591	152.94	2820.8900000000003	184.2	1800.96
K02592	146.44	2606.8900000000003	172.7	1712.46
K02593	125.44	2398.3900000000003	157.2	1429.46
K02594	145.44	2803.8900000000003	183.7	1732.46
K02595	125.44	2398.3900000000003	157.2	1429.46
K02596	143.69	2769.3900000000003	183.95	1816.46
K02597	157.63	2757.28	208.15	2344.92
K02598	65.0	358.75	133.54	504.93
K02600	5038.639999999999	13772.169999999998	5470.5199999999995	31908.83
K02601	5056.139999999999	13888.669999999998	5495.12	32077.83
K02609	371.99	2649.9700000000003	871.95	4201.8
K02610	371.99	2608.9700000000003	857.95	4146.8
K02611	371.99	2608.9700000000003	857.95	4146.8
K02612	371.99	2608.9700000000003	857.95	4146.8
K02613	525.99	2905.9700000000003	1210.95	4601.8
K02614	618.12	3994.9700000000003	1089.7	6084.789999999999
K02615	50.0	134.25	58.0	229.75
K02616	375.03999999999996	2922.1400000000003	1019.45	4325.71
K02617	219.39	2091.14	335.45	3463.96
K02618	180.5	563.25	204.5	921.0
K02619	2799.25	10006.58	3378.27	9268.17
K02621	3555.7200000000003	9957.67	4994.0199999999995	18633.08
K02622	3547.7200000000003	9930.67	5001.0199999999995	18527.08
K02623	504.5	894.0	1083.5	863.25
K02624	1963.94	2780.55	2610.95	3498.8
K02625	7.0	15.0	9.0	27.0
K02626	11.0	184.0	31.0	203.0
K02635	2.0	9.0	2.0	289.0
K02636	57.0	314.0	114.0	690.0
K02647	419.5	1235.25	601.0	1378.75
K02650	1560.1799999999998	4589.5	1530.27	6935.58
K02651	2091.1400000000003	5108.219999999999	3866.1499999999996	13990.3
K02652	3733.93	8135.17	3248.27	20238.989999999998
K02653	3688.68	7772.67	3136.02	19979.989999999998
K02654	3909.93	8125.58	3045.0	20886.489999999998
K02655	2410.2599999999998	4260.33	2278.0	7356.07
K02656	2060.68	4085.0	2147.0	6466.99
K02657	411.67999999999995	2208.0	686.5	3480.99
K02658	535.18	3520.67	850.0	5427.15
K02659	358.67999999999995	1966.5	673.0	3206.99
K02660	526.68	3613.5	878.0	5329.99
K02661	111.33	1236.83	272.5	824.58
K02662	2728.68	5369.5	2357.77	10491.58
K02663	2085.68	4607.5	2124.77	7348.58
K02664	2071.68	4374.0	2141.27	7207.58
K02665	2034.6799999999998	4375.0	2139.0	6990.49
K02666	2248.68	4930.5	2342.0	8132.49
K02667	800.68	2295.0	800.5	4569.99
K02668	787.68	2253.0	736.5	4305.99
K02669	3717.68	11094.75	3116.27	19204.83
K02670	2711.21	6700.5	2776.0	11636.48
K02671	2337.91	4181.83	2086.0	6630.32
K02672	1172.1599999999999	3975.83	1258.5	6941.07
K02673	662.91	3515.66	924.0	4756.66
K02674	1554.9099999999999	4725.33	1860.0	7300.32
K02676	1967.6799999999998	4028.0	2091.5	6202.49
K02679	50.0	128.25	56.0	217.75
K02680	79.0	254.25	115.0	371.75
K02681	50.0	128.25	56.0	217.75
K02682	50.0	128.25	56.0	217.75
K02683	0.0	80.0	0.0	103.0
K02686	784.35	928.9200000000001	649.5	2741.16
K02687	4846.969999999999	12999.669999999998	5202.5199999999995	31010.83
K02688	3.0	32.25	0.0	5.75
K02742	1305.33	1593.08	1434.0	1160.33
K02744	66.6	186.45	78.2	358.95
K02745	50.0	128.25	56.0	217.75
K02746	50.0	128.25	56.0	217.75
K02747	50.0	128.25	56.0	217.75
K02750	66.0	187.75	80.0	346.75
K02753	50.0	128.25	56.0	217.75
K02757	73.47	226.85	134.64	345.53
K02759	340.27000000000004	1399.1200000000001	535.01	2085.2200000000003
K02760	616.67	2333.92	900.81	3759.02
K02761	647.67	2447.42	943.81	4017.02
K02765	133.0	567.0	211.54	861.6800000000001
K02768	216.26999999999998	549.87	260.2	1276.2
K02769	66.6	192.2	78.2	357.7
K02770	1521.58	1934.5700000000002	1591.82	2685.7400000000002
K02773	309.94	79.04	490.47	74.78999999999999
K02774	312.61	76.71000000000001	496.2	70.7
K02775	313.27000000000004	109.37	475.2	137.7
K02777	366.27000000000004	884.1200000000001	548.24	1278.13
K02779	320.67	672.92	481.94	956.34
K02781	308.94	75.79	475.2	67.95
K02783	607.34	141.84	930.0	111.5
K02784	271.0	405.25	381.0	617.25
K02786	2.0	6.0	2.54	8.18
K02788	16.0	57.0	20.27	133.09
K02791	151.6	394.45	171.2	661.45
K02793	1101.64	2328.12	1971.95	6357.450000000001
K02794	100.4	486.55	125.3	860.55
K02795	99.8	487.85	127.1	848.35
K02796	83.8	428.35	103.1	719.35
K02798	5.6	27.95	19.47	38.04
K02800	108.94	172.54000000000002	113.47	275.29
K02802	49.67	8.67	43.0	13.0
K02803	71.34	97.34	86.0	115.0
K02804	360.27	623.45	463.96999999999997	899.04
K02805	160.0	256.25	320.0	355.75
K02806	3795.56	7458.860000000001	4359.5	18659.5
K02810	174.87	793.4	306.44	1139.08
K02812	0.0	0.25	0.0	2.75
K02813	0.0	0.25	0.0	2.75
K02814	0.0	0.25	0.0	2.75
K02815	0.0	0.25	0.0	2.75
K02819	109.6	457.95	181.47	643.54
K02821	634.6200000000001	957.87	463.2	2617.11
K02822	103.2	272.9	125.4	462.9
K02823	1034.77	4953.87	664.47	10280.29
K02824	2057.68	9178.45	2191.7200000000003	8967.779999999999
K02825	2187.95	5559.2	1844.97	13922.279999999999
K02826	46.0	290.5	106.0	363.0
K02827	48.0	297.5	109.0	379.0
K02828	46.0	290.5	106.0	363.0
K02829	46.0	290.5	106.0	363.0
K02834	5103.639999999999	13671.169999999998	5588.0199999999995	31815.33
K02835	5038.639999999999	13682.169999999998	5470.5199999999995	31747.83
K02836	5038.639999999999	13682.169999999998	5470.5199999999995	31805.83
K02837	3627.2200000000003	10441.5	4964.5199999999995	18405.58
K02838	5038.639999999999	13682.169999999998	5470.5199999999995	31805.83
K02839	436.0	95.25	649.0	176.75
K02841	806.8299999999999	4650.25	766.5	5300.49
K02843	2321.93	5756.75	1852.0	10729.49
K02844	551.18	1824.75	305.5	3302.74
K02846	50.0	134.25	56.0	219.25
K02847	2295.75	570.75	2464.5	1285.5
K02848	123.18	1448.08	202.5	1348.0800000000002
K02849	365.0	317.92	102.0	1359.4099999999999
K02850	0.0	0.25	0.0	2.75
K02851	1700.77	2320.45	1500.97	7209.54
K02852	186.0	202.75	254.5	351.25
K02853	50.0	128.25	56.0	217.75
K02854	52.0	275.25	61.0	362.75
K02855	102.0	399.25	115.0	604.75
K02856	109.0	413.75	163.0	479.25
K02858	656.75	849.25	518.25	1254.75
K02859	48.6	297.7	110.47	379.29
K02860	4964.639999999999	13327.169999999998	5334.5199999999995	30429.83
K02862	49.0	312.5	114.27	399.09
K02863	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02864	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02866	0.0	80.0	0.0	103.0
K02867	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02869	0.0	80.0	0.0	103.0
K02871	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02874	5038.639999999999	13754.169999999998	5468.5199999999995	31886.83
K02876	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02877	0.0	80.0	0.0	103.0
K02878	5038.639999999999	13682.169999999998	5470.5199999999995	31805.83
K02879	5038.639999999999	13682.169999999998	5470.5199999999995	31805.83
K02881	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02883	0.0	80.0	0.0	103.0
K02884	5038.639999999999	13682.169999999998	5470.5199999999995	31805.83
K02885	0.0	80.0	0.0	103.0
K02886	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02887	5038.639999999999	13682.169999999998	5470.5199999999995	31805.83
K02888	4902.639999999999	13615.169999999998	5273.5199999999995	31678.83
K02889	0.0	80.0	0.0	103.0
K02890	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02891	8.5	0.0	4.0	0.0
K02892	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02895	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02896	0.0	80.0	0.0	103.0
K02897	4956.639999999999	13279.169999999998	5340.5199999999995	31238.33
K02899	5022.639999999999	13667.169999999998	5464.5199999999995	31744.83
K02902	5060.3099999999995	13764.84	5513.5199999999995	31819.83
K02904	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02906	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02907	4879.889999999999	11300.17	5197.0199999999995	29949.58
K02908	0.0	80.0	0.0	103.0
K02909	5233.3099999999995	14834.34	5755.0199999999995	32316.33
K02910	0.0	80.0	0.0	103.0
K02911	5013.3099999999995	13716.34	5501.0199999999995	30389.33
K02912	0.0	80.0	0.0	103.0
K02913	5100.91	14339.539999999999	5700.99	29660.62
K02914	4751.04	12889.669999999998	5127.5199999999995	29692.83
K02916	5038.639999999999	13674.669999999998	5469.0199999999995	31799.33
K02919	3170.71	10142.59	3303.77	23332.83
K02921	0.0	80.0	0.0	103.0
K02922	0.0	80.0	0.0	74.0
K02924	0.0	80.0	0.0	103.0
K02926	5038.639999999999	13682.169999999998	5470.5199999999995	31805.83
K02927	0.0	80.0	0.0	103.0
K02929	0.0	80.0	0.0	103.0
K02930	0.0	80.0	0.0	103.0
K02931	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02933	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02935	5038.639999999999	13682.169999999998	5470.5199999999995	31805.83
K02936	0.0	80.0	0.0	103.0
K02939	5038.639999999999	13682.169999999998	5470.5199999999995	31805.83
K02944	0.0	80.0	0.0	74.0
K02945	5245.139999999999	15570.669999999998	5623.5199999999995	35477.33
K02946	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02948	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02950	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02952	5038.639999999999	13754.169999999998	5468.5199999999995	31869.83
K02954	5040.91	13857.539999999999	5526.719999999999	31718.03
K02956	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02959	5023.639999999999	13682.169999999998	5470.5199999999995	31777.83
K02961	5038.639999999999	13762.169999999998	5449.5199999999995	31908.83
K02962	0.0	80.0	0.0	103.0
K02963	5056.639999999999	13724.169999999998	5480.5199999999995	31849.83
K02965	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02966	0.0	80.0	0.0	103.0
K02967	5022.639999999999	13747.169999999998	5464.5199999999995	31847.83
K02968	5038.639999999999	13682.169999999998	5470.5199999999995	31794.83
K02970	5224.969999999999	13893.669999999998	5877.0199999999995	29554.83
K02972	0.0	0.25	0.0	2.75
K02974	0.0	80.0	0.0	74.0
K02975	0.0	0.0	0.0	29.0
K02976	0.0	0.0	0.0	29.0
K02977	0.0	80.0	0.0	103.0
K02978	0.0	80.0	0.0	103.0
K02979	0.0	80.0	0.0	103.0
K02982	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02983	0.0	0.0	0.0	29.0
K02984	0.0	80.0	0.0	103.0
K02986	5041.139999999999	13841.84	5492.5199999999995	32017.489999999998
K02987	0.0	80.0	0.0	103.0
K02988	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02990	4957.639999999999	13300.169999999998	5338.5199999999995	31053.83
K02991	0.0	80.0	0.0	103.0
K02992	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02994	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K02995	0.0	80.0	0.0	103.0
K02996	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K03014	0.0	0.0	0.0	29.0
K03040	5103.639999999999	14015.169999999998	5584.5199999999995	32331.83
K03041	0.0	80.0	0.0	103.0
K03042	0.0	80.0	0.0	74.0
K03043	5065.639999999999	13691.169999999998	5474.5199999999995	34013.83
K03044	0.0	80.0	0.0	74.0
K03045	0.0	80.0	0.0	74.0
K03046	5183.639999999999	13693.169999999998	5705.5199999999995	31863.83
K03047	0.0	80.0	0.0	103.0
K03048	71.6	385.7	137.47	571.29
K03049	0.0	80.0	0.0	103.0
K03050	0.0	80.0	0.0	103.0
K03051	0.0	80.0	0.0	103.0
K03053	0.0	80.0	0.0	103.0
K03055	0.0	80.0	0.0	74.0
K03056	0.0	80.0	0.0	103.0
K03057	0.0	80.0	0.0	103.0
K03058	0.0	80.0	0.0	103.0
K03059	0.0	80.0	0.0	103.0
K03060	4344.64	10009.67	5177.5199999999995	20009.83
K03070	5223.639999999999	14424.0	5751.889999999999	32948.92
K03071	3138.12	6083.47	4103.549999999999	11996.789999999999
K03072	4465.04	9684.970000000001	4368.32	24826.13
K03073	5024.969999999999	13597.5	5449.5199999999995	31700.83
K03074	4473.04	9719.470000000001	4372.82	24804.63
K03075	4716.639999999999	12786.17	5383.5199999999995	32068.83
K03076	5083.639999999999	14026.169999999998	5560.5199999999995	32243.83
K03077	108.0	2835.75	256.0	1512.75
K03078	53.67	128.92000000000002	63.0	217.75
K03079	53.67	128.92000000000002	63.0	217.75
K03086	6144.639999999999	17697.17	6037.5199999999995	48029.33
K03087	2066.68	4239.08	2079.5	6608.74
K03088	24154.989999999998	81461.64	33517.75	185533.51
K03089	4087.8799999999997	7862.85	5580.950000000001	17309.99
K03090	180.5	677.5	208.76999999999998	724.59
K03091	455.1	3173.2	784.97	3522.29
K03092	4783.57	12904.169999999998	5432.0199999999995	28497.83
K03093	50.0	295.5	104.0	387.0
K03095	80.6	322.7	122.2	2626.7
K03098	1457.4299999999998	7727.75	2804.25	12406.74
K03100	5589.34	15706.400000000001	6518.42	34432.229999999996
K03101	5509.58	14926.39	6339.799999999999	33598.630000000005
K03105	0.0	80.0	0.0	103.0
K03106	5038.639999999999	13762.169999999998	5470.5199999999995	31908.83
K03110	5113.639999999999	14033.169999999998	5606.5199999999995	32287.83
K03111	6699.34	17748.48	7363.69	48049.15
K03112	461.33	2878.08	801.5	1846.83
K03113	1963.08	9377.08	2713.0	10314.58
K03116	5080.3099999999995	17009.519999999997	5879.27	30441.260000000002
K03117	3433.87	8846.3	4456.049999999999	13784.87
K03118	4911.54	13183.47	5425.32	28273.130000000005
K03119	1348.21	2629.52	2100.4	5675.18
K03120	0.0	100.0	0.0	190.0
K03124	0.0	80.0	0.0	248.0
K03136	0.0	80.0	0.0	103.0
K03146	3.0	201.0	8.0	69.0
K03147	4057.87	9988.8	3692.05	17771.54
K03148	203.5	579.75	246.0	3444.75
K03149	3923.1400000000003	9328.970000000001	4241.549999999999	17237.04
K03150	664.0	4298.75	1063.0	6863.25
K03151	1637.4299999999998	4428.03	1985.95	7053.53
K03152	403.25	6810.25	715.5	3763.75
K03153	2353.94	5038.55	2993.55	8940.63
K03154	3496.6400000000003	9531.470000000001	3949.0499999999997	15963.54
K03163	0.0	0.0	0.0	29.0
K03166	0.0	80.0	0.0	103.0
K03167	0.0	80.0	0.0	103.0
K03168	5708.0599999999995	15374.55	6858.07	32016.549999999996
K03169	2154.59	8364.04	2875.62	9445.95
K03177	4973.639999999999	13448.169999999998	5376.5199999999995	31280.83
K03179	4223.87	10100.470000000001	5202.549999999999	19671.54
K03181	1971.6799999999998	4169.25	2028.5	5974.24
K03182	2949.67	8172.47	3712.95	11558.04
K03183	5034.04	13862.97	5396.82	33262.130000000005
K03184	487.0	2283.25	691.0	3234.25
K03185	3588.62	7195.97	5102.65	13661.289999999999
K03186	3013.4700000000003	8936.720000000001	3822.45	11838.79
K03187	2047.77	4168.47	2832.5	7519.790000000001
K03188	2140.77	4285.47	2895.5	7913.790000000001
K03189	2138.77	4283.47	2895.5	7907.790000000001
K03190	2113.77	4236.47	2817.5	7867.790000000001
K03192	1193.71	3279.27	2148.5699999999997	4739.18
K03194	301.0	39.0	447.0	102.0
K03195	2098.54	3204.7200000000003	4114.45	4602.55
K03196	1696.54	2694.7200000000003	3475.45	4240.55
K03197	1554.1	2648.5	3222.0	4138.0
K03198	1535.1	2644.5	3223.0	3913.0
K03199	1830.54	2903.72	3749.45	4654.55
K03200	1366.6	2679.5	2753.5	3904.0
K03201	575.0	335.5	1171.5	721.0
K03202	292.0	28.0	440.0	47.0
K03203	444.0	68.0	685.0	122.0
K03204	1534.54	2642.7200000000003	3225.45	3971.55
K03205	2132.1400000000003	3363.92	3829.1899999999996	6572.929999999999
K03206	46.0	269.5	95.0	335.0
K03207	27.1	236.75	95.0	234.75
K03208	60.04	139.47	76.45	302.3
K03210	4891.639999999999	13467.169999999998	5420.5199999999995	27442.83
K03212	317.0	420.75	404.5	636.75
K03214	58.94	151.47	96.45	383.3
K03215	4884.219999999999	11620.67	5350.5199999999995	30923.08
K03216	3617.4700000000003	8996.0	4414.5199999999995	15321.330000000002
K03217	5267.84	14306.7	5736.219999999999	32840.03
K03218	4952.639999999999	13350.669999999998	5337.2699999999995	30409.08
K03219	78.0	39.5	81.0	768.5
