function	SRR1397196	SRR1397407	SRR1397265	SRR1397339
K00001	2816.6099999999997	6368.36	3882.2	14026.11
K00002	148.0	281.0	320.0	374.0
K00003	4758.639999999999	10420.919999999998	4766.25	24316.24
K00004	547.0	1610.5	809.1700000000001	1216.25
K00005	253.0	493.25	340.27	653.84
K00007	9.0	8.0	56.0	11.5
K00008	443.67	3464.67	489.5	8341.0
K00009	110.6	268.95	108.47	883.54
K00010	1023.2700000000001	1974.8700000000001	2042.7	3595.2
K00012	7264.299999999999	15128.829999999998	8005.62	31923.240000000005
K00013	5320.04	13386.47	5946.82	25807.13
K00014	6962.5199999999995	15333.61	7981.42	32821.43
K00015	1111.94	1959.72	1622.32	11300.14
K00016	437.15	1231.96	535.39	5784.13
K00018	2002.33	8264.0	2104.6	7290.74
K00019	2805.08	3825.94	3629.5	7646.6
K00020	8190.5	14370.52	10181.4	27041.02
K00021	135.0	1631.0	164.0	2178.5
K00023	2627.6400000000003	6599.06	3438.55	14159.37
K00024	3707.21	10333.14	4223.82	22990.800000000003
K00027	1900.19	5065.79	2153.2	6278.2
K00029	4741.16	13655.36	6358.0	25608.749999999996
K00030	309.5	736.0	489.0	847.0
K00031	5019.43	17542.86	6844.2699999999995	29108.84
K00032	1012.0	103.0	938.0	170.0
K00033	2755.37	6383.82	4081.54	14108.99
K00034	164.2	1302.2	277.47	855.2900000000001
K00035	1498.94	533.22	2141.95	1001.0500000000001
K00036	3624.54	10357.67	4885.45	21319.989999999998
K00038	156.0	102.0	127.0	348.0
K00039	299.0	35.0	498.0	53.0
K00040	1282.1100000000001	929.64	1734.62	1013.3
K00041	510.44	626.47	863.95	830.3000000000001
K00042	3238.24	5465.06	3801.5499999999997	8837.119999999999
K00043	24.0	160.0	34.0	359.0
K00045	1525.0	989.0	2003.67	2343.0
K00046	1121.21	4877.77	2367.4	7650.93
K00048	86.0	326.25	109.0	487.75
K00050	1459.23	3924.61	1952.6	14899.259999999998
K00051	9.0	16.0	20.0	706.0
K00052	5008.71	13711.64	5428.049999999999	28360.04
K00053	4963.04	13523.97	5545.049999999999	25547.54
K00054	297.03999999999996	3120.92	666.15	8626.75
K00055	102.0	94.0	141.0	338.0
K00057	4929.639999999999	13749.169999999998	5459.5199999999995	25685.33
K00058	7281.5	18893.89	9212.07	43786.47
K00059	21772.420000000002	49078.240000000005	25184.7	115838.29999999999
K00060	946.1700000000001	3433.92	1336.27	6714.84
K00064	577.44	802.72	884.45	1286.3000000000002
K00065	1509.44	1661.47	2213.95	3324.2999999999997
K00066	62.6	222.5	88.0	300.75
K00067	5077.549999999999	13616.420000000002	5554.87	30331.32
K00068	9.0	98.0	4.5	118.0
K00073	1.0	5.75	5.0	2.75
K00074	3757.23	7943.34	5080.2	20906.22
K00075	5067.639999999999	13925.169999999998	5552.5199999999995	32037.83
K00076	395.25	4021.75	440.5	4057.0
K00077	3734.04	10112.41	4575.219999999999	17592.4
K00086	14.0	243.5	17.5	374.0
K00087	72.2	111.75	11.5	2486.25
K00088	5181.58	14025.169999999998	5641.5199999999995	30358.33
K00090	273.5	522.25	491.5	1224.75
K00091	371.5	182.5	449.6	7739.75
K00094	0.0	0.25	0.0	2.75
K00096	39.34	211.34	32.769999999999996	2407.59
K00097	4653.37	13401.97	5853.049999999999	24893.04
K00098	110.0	298.5	75.17	87.0
K00099	4539.04	12276.970000000001	4925.32	25864.630000000005
K00100	3104.33	9059.33	4600.52	17183.17
K00101	2611.21	4379.52	3643.9	8477.93
K00102	1024.73	2467.61	1701.9	6087.01
K00103	91.0	203.0	90.0	388.0
K00104	3694.64	7521.64	3483.05	17999.21
K00105	1.6	4.2	3.2	12.2
K00108	4256.54	6157.3	5779.12	12622.050000000001
K00111	6310.04	10072.220000000001	6908.07	23811.88
K00112	53.67	147.42000000000002	79.0	242.25
K00113	61.67	166.92000000000002	84.0	385.25
K00114	813.87	6165.72	1260.22	7525.539999999999
K00116	1587.08	6576.91	2008.87	5429.92
K00117	1845.83	2240.58	2642.67	2441.08
K00118	148.0	283.5	331.5	392.5
K00121	3795.56	7360.02	4999.17	14374.77
K00122	1082.29	1017.22	1073.55	2622.3
K00123	7153.06	17145.71	7659.35	29239.86
K00124	3468.4199999999996	8907.91	4422.05	11262.56
K00125	8.0	49.5	2.0	177.0
K00126	302.94	1085.22	850.55	1112.3000000000002
K00127	3696.4199999999996	8525.08	4775.55	10826.059999999998
K00128	8789.39	18984.2	11942.189999999999	44021.19
K00129	62.0	0.0	39.0	4.0
K00130	3374.29	4631.3	4107.45	8019.05
K00131	145.0	1514.67	284.77	954.0
K00133	5533.41	15693.720000000001	5779.969999999999	34692.21000000001
K00134	8936.42	23556.699999999997	10130.16	45939.36
K00135	8135.39	19124.68	10526.77	30820.25
K00137	84.0	316.25	178.0	358.75
K00138	3011.37	7084.8	3712.0699999999997	7892.63
K00140	6124.04	10454.590000000002	6874.09	17341.489999999998
K00141	84.0	419.0	260.0	382.0
K00145	5046.639999999999	13499.669999999998	5856.0199999999995	22919.33
K00146	533.25	2384.25	663.0	3837.25
K00147	5101.639999999999	13496.169999999998	5669.25	24886.74
K00148	1383.0	343.0	1467.0	391.75
K00150	1.0	150.5	2.5	201.0
K00151	251.5	1741.5	308.0	2419.25
K00153	140.0	208.83	113.5	405.0
K00154	1590.33	4001.83	2076.0	6575.83
K00156	1131.31	967.47	1147.05	1253.3
K00158	5.44	12.719999999999999	10.45	41.55
K00161	2724.96	7638.25	4287.87	17786.480000000003
K00162	2559.46	7609.25	4072.87	17714.980000000003
K00163	2821.04	6216.97	3319.2	10212.79
K00164	3543.23	9090.36	4959.27	15553.93
K00166	1890.5	1290.5	2339.27	2726.09
K00167	1899.5	1333.5	2405.27	2808.09
K00169	157.85	2335.5	163.5	1449.25
K00170	153.75	2219.5	130.5	1297.25
K00171	135.75	2212.5	124.5	1041.25
K00172	150.85	2333.5	163.5	1414.25
K00174	2466.62	11862.17	1833.5	34923.25
K00175	2345.62	11896.67	1825.0	33300.75
K00176	626.25	6767.0	501.0	15588.25
K00177	1119.25	6800.0	517.0	16789.25
K00179	345.45	4330.17	421.0	7339.41
K00180	349.05	4267.67	419.0	7244.91
K00184	510.1	3338.5	646.6	8371.5
K00185	533.5	3360.0	635.1	8401.5
K00186	0.0	70.0	0.0	31.0
K00187	5.0	72.0	0.0	168.0
K00188	0.0	70.0	0.0	69.0
K00192	0.0	70.0	0.0	74.0
K00193	0.0	70.0	0.0	74.0
K00194	60.0	121.0	13.0	490.0
K00195	0.0	70.0	0.0	74.0
K00196	22.0	289.0	18.5	251.0
K00197	62.0	163.0	20.0	496.0
K00198	137.0	542.5	45.5	1272.0
K00200	28.94	534.22	38.05	200.55
K00201	20.94	384.22	30.05	209.55
K00202	20.94	384.22	30.05	209.55
K00203	0.0	160.0	0.0	148.0
K00205	0.0	150.0	0.0	105.0
K00208	3983.4300000000003	14040.23	5400.07	26969.289999999997
K00209	1352.0	2193.5	1496.5	3018.5
K00210	346.0	384.5	690.6	502.5
K00213	0.0	0.0	15.0	0.0
K00215	5034.3099999999995	14026.84	5530.5199999999995	31297.33
K00216	149.0	1354.75	245.0	842.25
K00219	2221.4700000000003	4518.3	2425.95	6820.88
K00220	923.44	1674.22	1578.05	4638.049999999999
K00226	762.77	7430.54	644.7	14835.86
K00227	1.5	4.0	1.5	7.0
K00228	3218.62	8431.470000000001	4559.549999999999	13461.789999999999
K00230	919.0	3452.75	1268.27	7266.34
K00231	394.94	3708.87	598.74	5045.88
K00232	192.0	482.0	197.0	760.0
K00239	5121.21	13720.14	5799.57	29472.88
K00240	5334.0599999999995	14482.64	5654.07	29691.63
K00241	4385.06	13182.64	5442.07	27456.63
K00242	3265.7200000000003	6322.97	4262.549999999999	12610.29
K00243	1800.6799999999998	9164.529999999999	2456.4700000000003	9579.119999999999
K00244	1199.23	4601.14	1826.1	3376.05
K00245	349.5	2901.25	548.25	1270.0
K00246	569.75	3185.0	871.5	1659.75
K00247	50.0	141.75	57.5	225.75
K00248	821.2	2299.88	1141.82	2905.55
K00249	5439.57	15438.93	8114.849999999999	30899.05
K00252	3252.62	5580.22	4221.45	11060.04
K00253	2951.95	5590.55	3877.45	10700.87
K00254	3517.4700000000003	9546.8	4812.549999999999	13233.54
K00255	174.0	260.5	327.5	404.0
K00256	22.0	139.0	40.0	179.0
K00257	9249.75	26818.440000000002	13650.599999999999	51704.31
K00259	3744.5600000000004	11251.34	4618.42	24550.58
K00260	68.0	336.0	123.27	486.09000000000003
K00261	1655.5	4330.17	1561.5	14177.16
K00262	2299.3900000000003	12785.669999999998	2946.23	16440.239999999998
K00263	1070.4299999999998	4920.33	2403.77	6766.42
K00265	3955.04	12554.640000000001	5560.82	16763.129999999997
K00266	5633.58	16954.56	6785.469999999999	33825.880000000005
K00270	0.0	6.0	2.0	12.0
K00271	18.0	76.0	22.0	86.0
K00273	17.85	368.5	68.0	873.25
K00274	508.17	2176.17	1653.37	2983.34
K00275	3527.02	9551.3	4870.799999999999	14313.380000000001
K00276	104.0	350.25	86.0	244.75
K00278	4482.37	12673.47	4838.82	23260.630000000005
K00280	3.67	0.67	7.0	0.0
K00281	3062.85	8194.75	3681.6	13518.49
K00282	1540.04	3014.92	1736.92	14326.84
K00283	1475.04	3009.42	1619.42	14253.84
K00284	165.0	145.0	205.0	913.0
K00285	6273.5599999999995	10523.19	8422.92	19243.93
K00286	5281.18	14670.59	5862.5	30736.58
K00287	3463.8900000000003	9588.84	4843.5199999999995	19094.239999999998
K00288	65.0	26.0	2.0	2919.0
K00290	1404.75	6400.0	1679.0	4750.75
K00293	220.5	462.0	368.0	1046.5
K00294	456.0	3783.5	791.27	11054.59
K00297	4947.29	9754.470000000001	5143.549999999999	23980.79
K00299	577.5	1649.08	970.6	1962.5
K00301	787.0	801.0	1541.0	1052.0
K00302	2472.44	4867.22	3189.1499999999996	10519.8
K00303	3305.13	5780.4400000000005	4205.1	14024.100000000002
K00304	2162.44	4097.72	2712.1499999999996	7071.049999999999
K00305	2060.44	4121.72	2583.6499999999996	7067.799999999999
K00311	3305.4700000000003	10464.89	4458.549999999999	14989.95
K00313	152.11	343.14	232.95	265.8
K00315	898.0	1198.0	1031.0	5126.0
K00316	42.0	3.0	35.0	8.0
K00317	303.0	248.0	448.0	114.0
K00318	415.67	3868.17	842.27	8428.09
K00319	0.0	80.0	0.0	74.0
K00320	65.0	106.0	2.0	2993.0
K00322	1422.83	3705.58	2082.0	4840.83
K00324	5256.29	14153.8	7182.0	27382.93
K00325	3526.73	9518.86	4775.5	16559.34
K00329	43.0	40.0	42.0	540.0
K00330	4358.96	8513.31	4326.799999999999	24557.210000000003
K00331	4321.96	8392.31	4262.799999999999	26427.710000000003
K00332	3085.88	6245.73	2945.55	22863.71
K00333	3180.88	6278.73	2949.55	25268.710000000003
K00334	4992.96	14025.810000000001	5004.299999999999	36137.21000000001
K00335	4585.96	11354.31	4346.049999999999	33297.96000000001
K00336	4332.21	12580.56	4385.549999999999	27165.960000000003
K00337	4468.96	8261.81	4327.799999999999	27318.710000000003
K00338	4286.63	7973.98	4186.799999999999	24150.210000000003
K00339	4309.96	8054.3099999999995	4197.799999999999	26367.710000000003
K00340	4256.96	7987.3099999999995	4183.799999999999	23950.210000000003
K00341	4271.96	8029.3099999999995	4240.799999999999	24048.210000000003
K00342	4517.96	8178.32	4279.799999999999	31187.690000000002
K00343	4466.96	8747.31	4421.799999999999	25104.210000000003
K00344	5273.8099999999995	10507.19	8003.599999999999	22594.25
K00346	1889.83	7505.33	2566.0	10406.08
K00347	1917.83	7584.83	2571.5	12646.58
K00348	1917.83	7584.83	2571.5	12646.58
K00349	1917.83	7584.83	2571.5	12646.58
K00350	1917.83	7584.83	2571.5	12646.58
K00351	1917.83	7584.83	2571.5	12646.58
K00354	243.25	3862.5	372.75	2945.5
K00355	323.44	1197.72	587.78	1456.3
K00356	1529.29	2406.3900000000003	2042.55	10133.96
K00360	119.0	135.0	90.0	315.0
K00362	3363.12	8753.470000000001	4510.8	13441.789999999999
K00363	1987.87	5862.97	2927.7	8742.79
K00364	512.04	493.17	323.92	1415.0900000000001
K00365	64.0	84.0	54.0	99.0
K00366	60.25	596.75	141.85	413.25
K00367	28.75	134.5	70.25	25.0
K00368	593.61	661.22	930.4499999999999	1069.5500000000002
K00370	2035.77	2314.5	1944.5	2718.0
K00371	2038.77	2317.5	1950.5	2718.0
K00372	2337.37	5275.97	2942.55	9209.79
K00373	2038.77	2317.5	1950.5	2718.0
K00374	2038.77	2366.0	1944.5	2733.5
K00375	3630.8	7548.610000000001	4602.92	11569.85
K00376	300.37	2500.4700000000003	826.4499999999999	2450.2900000000004
K00380	939.0799999999999	8025.08	1580.05	7782.08
K00381	3161.45	8338.8	4169.549999999999	12807.87
K00382	9082.2	20208.260000000002	10864.64	45962.08
K00383	2734.9700000000003	5878.5	3968.0199999999995	10701.17
K00384	7808.23	22514.46	9074.38	49615.21
K00385	2.0	42.0	7.0	6.0
K00387	73.0	127.0	68.0	302.0
K00389	486.5	1076.08	779.5	1532.5
K00390	3481.87	10089.8	4746.299999999999	18211.29
K00392	303.5	753.83	467.0	946.0
K00394	64.0	229.5	18.0	508.5
K00395	64.0	229.5	18.0	508.5
K00399	0.0	80.0	0.0	74.0
K00400	0.0	150.0	0.0	148.0
K00401	0.0	80.0	0.0	74.0
K00402	0.0	80.0	0.0	74.0
K00404	3253.2	10190.050000000001	4249.45	12473.62
K00405	3155.87	8881.220000000001	4082.45	12067.539999999999
K00406	3399.37	9292.720000000001	4605.95	13087.539999999999
K00407	3000.87	7742.22	3907.45	10964.539999999999
K00410	83.5	321.5	55.5	867.0
K00411	3157.12	8358.720000000001	4252.049999999999	13524.04
K00412	3120.37	7944.72	4101.049999999999	12159.789999999999
K00413	3089.37	7422.22	3647.95	11897.789999999999
K00423	20.0	142.0	45.0	283.0
K00425	4127.14	12578.920000000002	5782.969999999999	23150.170000000002
K00426	4062.1400000000003	12567.420000000002	5655.469999999999	23133.670000000002
K00427	206.5	645.25	355.0	974.75
K00428	1636.77	7486.97	2334.8	12041.29
K00430	0.0	99.0	20.0	18.0
K00432	4221.22	14105.34	5346.87	23211.49
K00433	729.29	2836.7200000000003	1281.22	3461.3
K00435	991.0	93.0	912.0	149.0
K00436	127.75	397.17	58.0	2754.91
K00437	14.0	182.5	12.0	146.5
K00440	0.0	10.0	0.0	86.0
K00441	49.0	1105.0	74.0	541.0
K00442	3.0	10.0	0.0	51.0
K00443	0.0	10.0	0.0	43.0
K00446	715.0	8169.0	1338.5	10694.75
K00448	1542.94	959.72	2076.45	1823.8000000000002
K00449	1685.94	1589.72	2322.45	3065.8
K00450	292.28999999999996	501.97	350.45000000000005	1759.55
K00451	1884.38	3084.44	3143.4	4542.85
K00452	177.0	370.5	391.5	484.5
K00453	778.94	1417.22	1779.72	3658.1400000000003
K00455	204.0	1840.5	299.0	2400.75
K00456	2.0	2.0	21.0	6.0
K00457	3171.63	5622.4400000000005	4865.4	9026.35
K00459	3447.47	10740.93	4626.0	17720.25
K00463	89.0	165.5	151.5	374.0
K00466	78.0	134.5	79.0	145.75
K00467	8.0	0.0	3.0	1.0
K00469	55.0	271.0	85.0	359.0
K00471	1894.5	191.0	1789.0	344.5
K00472	411.0	429.0	788.0	1536.0
K00477	8.75	143.0	31.75	41.5
K00479	1597.0	813.0	1791.6	1071.5
K00480	861.7900000000001	1703.47	1536.55	4431.549999999999
K00481	804.94	1200.72	1494.45	2822.3
K00483	147.0	781.0	250.5	478.0
K00484	60.0	128.67000000000002	69.0	313.65999999999997
K00486	155.0	304.5	371.5	468.5
K00491	71.0	388.5	137.26999999999998	489.09000000000003
K00493	78.5	139.0	80.0	683.5
K00496	710.8299999999999	1702.83	1185.5	4262.83
K00499	131.0	170.0	248.0	682.5
K00500	2214.0	2619.0	2718.77	4397.34
K00501	0.0	0.0	21.0	0.0
K00507	1162.85	1770.5	1491.0	5728.75
K00508	765.5	1547.0	1289.0	2762.5
K00510	27.5	82.83	42.5	94.0
K00517	498.3	2428.5	770.1	3567.0
K00520	278.5	431.5	443.5	693.5
K00523	1979.12	4925.89	1960.95	7829.700000000001
K00525	8380.58	17141.31	9364.47	36924.87
K00526	3424.29	8328.08	4751.92	12385.33
K00527	1200.85	5943.45	1182.97	7326.12
K00528	5424.969999999999	16885.8	5449.32	33759.29
K00529	1615.94	2614.4700000000003	2887.05	6331.799999999999
K00533	226.0	420.5	335.0	532.5
K00534	262.0	519.1700000000001	363.0	660.16
K00537	4490.639999999999	12144.470000000001	6301.4400000000005	21793.3
K00547	548.5	778.0	255.5	4264.5
K00548	6169.57	16156.97	7205.549999999999	39379.04
K00549	2728.93	7399.36	3173.2	9458.279999999999
K00554	5038.639999999999	13682.169999999998	5470.5199999999995	31805.83
K00555	0.0	80.0	0.0	103.0
K00556	612.0	5001.75	1084.77	8298.34
K00557	1606.9299999999998	5737.25	2025.5	5194.99
K00558	2978.95	8476.38	4300.24	13930.8
K00560	3559.45	9951.45	4994.57	17380.03
K00561	8.0	191.33	30.5	61.5
K00563	987.1	4179.45	1500.2	5011.6900000000005
K00564	2710.37	6830.0	4246.0199999999995	9157.25
K00566	5221.389999999999	18066.170000000002	5849.5199999999995	33466.58
K00567	4636.43	11299.14	5208.139999999999	23466.14
K00568	3236.37	7922.47	4431.219999999999	13399.539999999999
K00569	1512.33	3352.0	1778.5	4275.74
K00570	455.98	1207.44	1106.77	1369.6000000000001
K00571	602.04	1711.92	786.42	5810.34
K00573	6232.66	16916.61	7175.699999999999	37513.25
K00574	5802.2	10673.960000000001	7937.12	20205.620000000003
K00575	5387.42	14831.24	6319.17	27261.04
K00577	0.0	160.0	0.0	177.0
K00578	0.0	80.0	0.0	74.0
K00579	0.0	80.0	0.0	74.0
K00580	0.0	80.0	0.0	74.0
K00581	0.0	80.0	0.0	74.0
K00582	0.0	80.0	0.0	74.0
K00583	0.0	70.0	0.0	74.0
K00584	2.0	192.0	7.0	111.0
K00586	0.0	80.0	0.0	103.0
K00588	135.0	1551.0	164.0	2111.0
K00594	101.0	279.0	107.0	372.0
K00595	2027.3600000000001	3016.56	2721.55	6211.71
K00596	13.0	37.0	8.0	41.0
K00598	759.94	1136.97	947.95	2674.8
K00600	6438.639999999999	17769.17	7303.2699999999995	35940.33
K00602	5068.639999999999	13992.669999999998	5480.5199999999995	29912.33
K00603	133.0	981.5	139.0	2854.0
K00604	5134.639999999999	13996.669999999998	5572.12	32444.33
K00605	5295.389999999999	15184.669999999998	5812.0199999999995	30380.58
K00606	4920.87	13455.800000000001	5388.32	27790.130000000005
K00608	1.0	70.5	1.5	32.5
K00609	5066.639999999999	13858.669999999998	5541.0199999999995	29163.33
K00610	487.0	3581.75	351.0	5130.25
K00611	3358.29	13153.0	3791.29	27671.760000000002
K00612	228.18	3954.33	414.6	3102.83
K00613	3.67	34.67	31.6	59.0
K00615	7772.4	18682.97	8562.02	46881.44
K00616	5045.54	13655.22	5405.219999999999	32111.88
K00619	408.75	3143.67	417.5	3211.91
K00620	4364.639999999999	9775.419999999998	4589.5199999999995	19568.58
K00621	0.0	0.0	0.0	29.0
K00625	2100.24	4789.26	2290.77	10586.91
K00626	15083.759999999998	29554.01	19971.0	85530.20999999999
K00627	5061.200000000001	15513.61	7559.17	25506.26
K00630	9.0	16.0	20.0	706.0
K00631	1767.83	2788.08	2248.5	4267.33
K00632	3694.74	9126.11	4768.92	17987.079999999998
K00633	60.0	334.75	109.0	472.25
K00634	905.0	6100.0	1147.37	12439.09
K00635	30.0	53.0	84.0	45.0
K00638	166.0	124.0	280.0	175.5
K00639	1761.17	8537.42	2241.87	20562.84
K00640	5483.5199999999995	15068.779999999999	6151.6900000000005	35649.84
K00641	3012.64	9139.1	4265.2	12304.67
K00643	1207.44	3115.2200000000003	2150.65	6625.049999999999
K00645	5077.139999999999	13776.259999999998	5629.12	30171.239999999998
K00646	1.0	5.5	7.0	37.0
K00647	3042.37	6744.89	4376.549999999999	11881.949999999999
K00648	5048.19	16919.12	6591.12	36868.509999999995
K00651	1113.0	4800.75	1597.1	5844.75
K00652	3404.43	8500.83	4310.6	12123.24
K00655	7322.58	19089.06	8699.84	42990.95999999999
K00656	798.0400000000001	4949.75	1108.92	5293.84
K00657	993.0	4573.75	1564.6399999999999	11601.43
K00658	4097.79	13316.8	6012.82	22280.38
K00661	589.1	2675.7799999999997	1303.07	2458.04
K00662	113.0	388.5	110.77	4310.59
K00663	227.0	874.0	399.0	1332.0
K00666	8051.85	23045.17	10247.95	45123.72
K00672	20.94	304.22	30.05	135.55
K00673	3591.66	5374.41	3523.5	8069.41
K00674	3596.54	9168.47	4839.82	18843.129999999997
K00675	545.5	1463.25	1340.0	1994.0
K00677	4497.87	12746.47	4904.049999999999	23978.04
K00680	2040.65	5324.67	2564.77	9708.5
K00681	6244.58	13594.57	9539.4	33259.06
K00683	1.0	0.83	1.5	40.0
K00684	3248.54	8969.64	4344.549999999999	16583.04
K00685	3138.87	7996.72	4178.049999999999	12224.789999999999
K00686	49.5	299.5	110.5	386.5
K00687	1.6	4.2	3.2	12.2
K00688	2550.5600000000004	8252.34	2168.27	20766.59
K00690	1087.0	922.25	1173.27	1848.8400000000001
K00691	50.6	2196.7	125.47	1187.29
K00692	104.0	31.5	79.0	157.0
K00693	9.0	98.0	9.0	611.0
K00694	296.94	487.97	386.25	1089.8000000000002
K00696	77.0	255.0	36.6	4797.5
K00697	997.11	2811.97	1735.05	4052.05
K00700	1845.64	7670.22	2191.3	15117.630000000001
K00701	1.5	4.0	30.5	11.0
K00702	36.5	116.0	13.5	1316.0
K00703	2420.2200000000003	7709.5	2086.52	23447.17
K00705	1514.94	6835.47	1430.45	13218.130000000001
K00712	0.0	0.0	0.0	40.0
K00720	104.5	40.5	157.7	117.0
K00721	2785.55	8450.94	3029.9	26867.85
K00729	0.0	5.0	4.0	123.0
K00737	0.0	0.0	0.0	17.0
K00748	4508.87	12685.47	4892.049999999999	23779.04
K00752	45.0	264.0	90.0	335.0
K00754	894.4699999999999	1476.67	432.53999999999996	5709.18
K00756	368.1	1091.2	351.97	7187.29
K00757	831.0	4218.25	1335.5	11325.75
K00758	1980.05	5217.1900000000005	2722.5	7386.35
K00759	4579.79	12420.5	4477.0199999999995	24729.42
K00760	4639.95	11520.45	4821.84	32856.619999999995
K00761	4002.04	12137.169999999998	4498.0199999999995	25405.83
K00762	4944.639999999999	13803.169999999998	5482.5199999999995	26183.33
K00763	3723.31	5720.67	3510.1899999999996	20337.34
K00764	5062.139999999999	14166.669999999998	5613.0199999999995	27191.83
K00765	5035.04	13589.97	5516.32	25881.13
K00766	4858.969999999999	12962.75	5292.0199999999995	24774.08
K00767	4708.37	13083.800000000001	5241.82	24872.130000000005
K00768	3118.12	7161.3	3743.05	13225.289999999999
K00769	1888.19	4086.47	2386.45	5046.55
K00772	1718.79	4784.39	1396.05	13509.46
K00773	5076.639999999999	13935.669999999998	5493.0199999999995	33602.83
K00782	2225.8100000000004	6165.81	2537.0699999999997	11059.210000000001
K00783	4127.97	12878.169999999998	5138.5199999999995	24361.33
K00784	942.35	7662.2	1706.97	16648.54
K00785	3.0	3.0	6.0	0.0
K00786	376.7	560.67	597.0	2136.16
K00788	5840.25	19048.39	7189.67	28485.38
K00789	5042.639999999999	13913.669999999998	5479.2699999999995	31464.08
K00790	5173.24	14239.369999999999	5693.99	32451.620000000003
K00791	5158.639999999999	17139.17	5759.0199999999995	36585.33
K00793	5208.54	15056.97	5938.32	25268.629999999997
K00794	5516.48	14452.69	6861.2699999999995	27864.68
K00795	3082.54	6917.14	4059.0499999999997	11869.460000000001
K00796	5092.139999999999	13870.0	5530.5199999999995	31301.83
K00797	3648.8	8311.76	3446.77	17703.57
K00798	2386.3900000000003	9395.59	3628.5199999999995	21506.83
K00799	18704.34	31209.670000000002	25675.6	64707.28999999999
K00800	5537.139999999999	15394.669999999998	5787.0199999999995	35689.33
K00801	14.0	11.0	2.0	117.0
K00803	111.0	431.5	162.0	436.75
K00805	793.82	1776.77	506.14	9685.689999999999
K00806	5027.639999999999	13912.169999999998	5472.12	31852.83
K00808	411.94	609.72	619.55	929.5500000000001
K00809	431.0	1010.5	1019.5	2612.0
K00812	4079.19	15183.220000000001	5236.32	31382.89
K00813	445.0	2150.75	602.5	3829.75
K00817	8531.83	19435.02	9237.539999999999	36377.759999999995
K00818	1105.8700000000001	9105.369999999999	1775.97	12688.95
K00819	664.85	3899.0	1170.27	9044.84
K00820	5973.41	14287.220000000001	7006.339999999999	42665.3
K00821	4108.77	6665.47	4269.049999999999	14978.04
K00822	2473.52	4299.05	3001.05	6963.630000000001
K00823	710.3299999999999	732.0799999999999	299.67	8205.58
K00824	1810.39	6914.09	3142.25	13261.66
K00826	7596.5199999999995	22473.11	9233.119999999999	48233.93
K00830	757.0	2898.5	1279.7	5613.0
K00831	3860.9900000000002	11160.84	5279.0199999999995	22148.24
K00832	2492.2200000000003	3742.4700000000003	2296.95	5944.04
K00833	2728.1	7964.25	3156.1	10804.99
K00835	209.0	351.25	299.0	515.25
K00836	1710.58	6184.83	2018.25	7730.83
K00839	43.0	28.5	91.0	132.5
K00840	75.0	181.25	134.0	259.25
K00841	49.6	309.7	109.2	383.2
K00844	48.0	2188.5	103.5	892.5
K00845	5057.3099999999995	16859.5	5752.2699999999995	38667.09
K00846	8.0	220.0	8.0	22.0
K00847	3903.73	10332.64	5606.139999999999	25800.800000000003
K00848	249.1	2953.95	363.2	4336.45
K00849	864.94	4698.95	1292.2	13458.95
K00850	4444.5599999999995	13091.84	3907.67	42914.58
K00851	2391.04	2843.5	2556.02	6376.84
K00852	3288.38	4157.34	3379.92	24705.590000000004
K00853	443.67	3357.42	815.77	2609.84
K00854	2535.94	5564.97	3469.45	21333.8
K00855	1493.35	1551.42	1611.27	3710.66
K00856	654.35	1248.67	379.0	5750.91
K00857	1839.77	5926.12	2472.9700000000003	19266.04
K00858	5077.639999999999	14058.169999999998	5574.79	32283.92
K00859	5076.639999999999	13499.669999999998	5466.5199999999995	32031.33
K00860	475.5	1923.75	815.5	5495.75
K00862	412.0	154.0	554.0	419.0
K00863	795.6700000000001	1188.0	936.6	5935.0
K00864	4124.89	8427.67	5163.0199999999995	21254.08
K00865	2459.6	5249.03	2726.4700000000003	5827.12
K00867	836.2700000000001	1662.45	1579.8	2155.95
K00868	904.98	2184.29	1692.22	3973.54
K00869	454.6	5702.2	486.2	12586.2
K00872	1467.02	3874.45	1283.2	11258.7
K00873	5361.16	16096.079999999998	5915.37	35443.73
K00874	2541.98	8183.709999999999	3728.85	16071.2
K00875	292.0	28.0	440.0	47.0
K00876	1504.77	8270.119999999999	1820.01	20207.22
K00878	904.7700000000001	1922.45	1222.47	2656.04
K00879	0.0	0.25	0.0	2.75
K00880	402.0	324.0	590.0	611.0
K00882	1837.14	1914.2	1450.12	7055.539999999999
K00883	1763.94	1757.72	2492.95	3580.55
K00884	498.5	460.25	1108.0	507.25
K00885	62.0	346.25	463.0	314.75
K00886	286.67	503.5	456.5	813.0
K00887	76.1	358.7	122.97	1095.29
K00891	4974.139999999999	14159.419999999998	5580.92	27083.58
K00892	271.0	463.75	394.5	669.25
K00895	163.67000000000002	3040.67	342.5	2817.0
K00897	30.0	65.0	187.0	239.0
K00899	166.25	1020.25	695.27	1040.09
K00901	2816.0299999999997	8512.17	3104.6	13837.9
K00906	915.6800000000001	2162.25	983.0	3737.74
K00912	4441.87	12660.47	4876.049999999999	23481.04
K00917	30.6	86.7	9.969999999999999	2269.79
K00918	0.0	140.0	0.0	62.0
K00919	4864.639999999999	12058.67	5410.0199999999995	25682.83
K00924	930.25	1130.67	1013.5	3720.91
K00925	4952.16	13998.89	4725.92	26842.54
K00926	380.27000000000004	3240.62	341.97	10317.79
