	SRR1397196	SRR1397407	SRR1397265	SRR1397339
SRR1397196	0.0	0.5182724252491694	0.46551724137931033	0.5122615803814714
SRR1397407	0.5182724252491694	0.0	0.4716312056737589	0.5263157894736842
SRR1397265	0.46551724137931033	0.4716312056737589	0.0	0.6419437340153452
SRR1397339	0.5122615803814714	0.5263157894736842	0.6419437340153452	0.0
