	SRR1397196	SRR1397407	SRR1397265	SRR1397339
SRR1397196	0	0.2996651145938962	0.2925193965610172	0.3599160443651296
SRR1397407	0.2996651145938962	0	0.2960902537168578	0.3686272514093766
SRR1397265	0.2925193965610172	0.2960902537168578	0	0.4594839755323552
SRR1397339	0.3599160443651296	0.3686272514093766	0.4594839755323552	0
