function	SRR1397196	SRR1397265	SRR1397339	SRR1397407
4.1.1.64-RXN	13.0	8.0	41.0	37.0
4.1.1.68-RXN	358.0	504.0	4568.5	3351.0
4.1.1.74-RXN	102.6	190.0	731.0	510.0
4.1.1.75-RXN	43.0	58.0	516.75	67.5
4.1.1.76-RXN	0.6	0.0	4.0	0.0
4.1.1.77-RXN	225.75	379.0	3402.0	2826.0
4.1.1.81-RXN	1086.0	1076.75	1333.0	1482.25
4.1.1.82-RXN	8.0	3.0	29.0	35.0
4.1.1.86-RXN	288.0	406.5	724.5	448.5
4.1.2.20-RXN	59.0	62.5	265.75	251.25
4.1.2.29-RXN	2.0	6.27	4.09	8.5
4.1.2.41-RXN	51.0	163.0	163.0	34.0
4.1.3.17-RXN	157.88	269.4	406.6	355.94
4.1.99.4-RXN	487.0	836.17	3301.75	3228.5
4.2.1.100-RXN	5.6	20.0	121.0	101.0
4.2.1.101-RXN	51.0	163.0	163.0	34.0
4.2.1.103-RXN	364.0	541.7	438.0	359.5
4.2.1.41-RXN	1518.44	1809.95	1168.3	674.72
4.2.1.43-RXN	12.0	61.0	11.0	4.0
4.2.1.58-RXN	7570.799999999999	9348.72	38426.16	20504.25
4.2.1.59-RXN	7570.799999999999	9348.72	38426.16	20504.25
4.2.1.61-RXN	7570.799999999999	9348.72	38426.16	20504.25
4.2.1.99-RXN	2201.37	2780.95	7565.540000000001	6790.97
4.2.2.10-RXN	2.0	10.0	0.0	11.0
4.2.2.17-RXN	46.0	22.0	5.0	2.0
4.2.2.2-RXN	118.0	154.5	27.0	22.5
4.2.2.3-RXN	1000.0	978.0	342.75	341.5
4.2.2.5-RXN	11.0	12.0	620.5	113.0
4.2.2.9-RXN	0.0	0.0	1.5	6.0
4.2.3.12-RXN	3175.1	3534.87	22266.25	9597.42
4.2.99.18-RXN	10315.64	11046.69	64417.71	24028.64
4.3.1.14-RXN	32.0	10.0	2249.5	174.0
4.3.1.15-RXN	168.94	161.95	1611.3000000000002	512.97
4.3.1.17-RXN	4164.37	5151.54	22884.33	10272.98
4.3.1.4-RXN	211.0	157.0	7848.0	2760.0
4.4.1.19-RXN	150.0	371.0	415.0	304.5
4.4.1.25-RXN	49.5	318.0	394.5	147.0
4.99.1.3-RXN	1320.35	1799.75	5456.32	1997.34
4.99.1.5-RXN	18.0	34.0	86.0	76.0
4OH2OXOGLUTARALDOL-RXN	35.0	3.0	79.0	110.0
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	4223.87	5202.549999999999	19671.54	10100.47
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN	1207.44	2150.65	6625.049999999999	3115.2200000000003
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	762.2700000000001	1353.2	2588.2	1225.37
5-FORMYL-THF-CYCLO-LIGASE-RXN	4712.29	5975.52	20794.92	10689.5
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	1718.79	1396.05	13509.46	4784.39
5-METHYLTHIORIBOSE-KINASE-RXN	166.25	695.27	1040.09	1020.25
5-NUCLEOTID-RXN	6952.030000000001	8703.82	55088.37	20767.71
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	828.44	1621.45	4081.05	1317.72
5.1.1.17-RXN	73.0	10.0	3033.0	61.0
5.1.2.3-RXN	2948.26	4391.35	12411.57	7911.33
5.1.3.20-RXN	1752.54	1946.45	10039.46	6143.139999999999
5.1.3.23-RXN	48.0	142.0	1344.5	2252.0
5.1.3.9-RXN	271.94	631.7	5354.45	631.6199999999999
5.1.99.4-RXN	492.0	833.0	2906.0	2088.0
5.3.1.17-RXN	376.44	1086.95	2201.8	3321.9700000000003
5.3.1.23-RXN	2237.87	2493.82	24151.13	8950.470000000001
5.3.3.10-RXN	891.0	1229.0	3811.41	2546.17
5.3.3.14-RXN	2471.83	3472.6	8924.33	5422.08
5.3.4.1-RXN	2497.43	2912.25	8530.74	7126.75
5.4.1.2-RXN	1971.36	2617.55	6091.21	2768.56
5.4.2.10-RXN	4686.639999999999	4931.52	21186.83	9980.67
5.4.99.15-RXN	332.37	520.55	1490.88	2687.05
5.4.99.16-RXN	361.08	377.5	2799.93	1752.77
5.4.99.17-RXN	137.5	259.6	243.0	20.0
5.5.1.2-RXN	924.94	1483.95	3607.8	1398.5500000000002
5.99.1.2-RXN	8042.23	9951.69	43005.58	24078.92
5.99.1.3-RXN	10393.62	11346.04	68855.66	28534.68
6-CARBOXYHEXANOATE--COA-LIGASE-RXN	15.67	48.5	181.0	39.33
6-PHOSPHO-BETA-GALACTOSIDASE-RXN	1.0	1.27	4.09	3.0
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	830.54	1029.02	4101.94	2443.74
6.1.1.13-RXN	129.2	216.4	736.4	567.4
6.1.1.23-RXN	54.0	99.0	1068.0	297.0
6.1.1.24-RXN	154.6	187.47	3244.29	658.2
6.1.1.26-RXN	0.0	0.0	31.0	70.0
6.2.1.34-RXN	309.85	1065.0	4255.25	2622.5
6.3.1.10-RXN	3897.33	3829.0	16569.75	7573.28
6.3.1.12-RXN	2.0	3.0	18.0	15.0
6.3.2.10-RXN	5095.24	5604.52	32419.83	13951.169999999998
6.3.2.29-RXN	276.0	376.0	1621.32	104.34
6.3.2.30-RXN	276.0	376.0	1621.32	104.34
6.3.2.7-RXN	1.6	3.2	12.2	4.2
6.3.5.6-RXN	17577.57	19761.21	91110.22	35111.08
6.3.5.7-RXN	17659.57	19843.21	97611.22	35946.08
6.4.1.6-RXN	46.5	64.5	430.98	792.51
6PFRUCTPHOS-RXN	4851.73	4289.67	49099.08	14277.259999999998
6PGLUCONOLACT-RXN	3291.1	4397.8	14792.69	11004.95
7-ALPHA-HYDROXYSTEROID-DEH-RXN	395.25	440.5	4057.0	4021.75
7KAPSYN-RXN	3404.43	4310.6	12123.24	8500.83
ABC-10-RXN	14119.68	17785.409999999996	55936.22	29570.64
ABC-11-RXN	14119.68	17785.409999999996	55936.22	29570.64
ABC-12-RXN	9698.94	11546.32	36243.48	18396.17
ABC-13-RXN	9698.94	11546.32	36243.48	18396.17
ABC-14-RXN	9698.94	11546.32	36243.48	18396.17
ABC-18-RXN	10729.66	13998.25	74846.1	13643.02
ABC-19-RXN	3616.37	4621.549999999999	13384.54	8986.470000000001
ABC-2-RXN	10729.66	13998.25	74846.1	13643.02
ABC-20-RXN	118.88	146.9	528.6	436.94
ABC-23-RXN	3917.51	4569.25	14347.32	6871.08
ABC-24-RXN	2237.79	2199.17	11392.09	3575.17
ABC-25-RXN	2237.79	2199.17	11392.09	3575.17
ABC-27-RXN	5899.24	6049.389999999999	34382.53	14088.87
ABC-28-RXN	10729.66	13998.25	74846.1	13643.02
ABC-3-RXN	9698.94	11546.32	36243.48	18396.17
ABC-33-RXN	10729.66	13998.25	74846.1	13643.02
ABC-34-RXN	2208.94	3381.72	5284.389999999999	2345.4700000000003
ABC-37-RXN	9698.94	11546.32	36243.48	18396.17
ABC-4-RXN	9698.94	11546.32	36243.48	18396.17
ABC-5-RXN	50.0	56.0	219.25	134.25
ABC-64-RXN	896.94	802.45	2550.55	837.97
ABC-7-RXN	2882.9700000000003	2923.32	7766.29	3730.64
ABC-70-RXN	2882.9700000000003	2923.32	7766.29	3730.64
ABC-9-RXN	14119.68	17785.409999999996	55936.22	29570.64
ABEQUOSYLTRANSFERASE-RXN	65.0	117.5	15.0	5.5
ACECOATRANS-RXN	220.76	236.8	5394.700000000001	1000.88
ACETALD-DEHYDROG-RXN	1085.54	1536.42	12486.0	7282.59
ACETATE--COA-LIGASE-ADP-FORMING-RXN	8.0	0.0	107.0	2.0
ACETATE--COA-LIGASE-RXN	6802.11	8635.07	38107.73	20618.17
ACETATEKIN-RXN	4952.16	4725.92	26842.54	13998.89
ACETOACETATE--COA-LIGASE-RXN	2119.2200000000003	2129.95	6865.54	3527.7200000000003
ACETOACETATE-DECARBOXYLASE-RXN	8.0	59.5	50.0	274.5
ACETOLACTATE-DECARBOXYLASE-RXN	116.6	237.7	616.7	603.53
ACETOLACTREDUCTOISOM-RXN	4963.04	5545.049999999999	25547.54	13523.97
ACETOLACTSYN-RXN	16362.59	20076.05	73242.70000000001	38570.08
ACETOOHBUTREDUCTOISOM-RXN	4963.04	5545.049999999999	25547.54	13523.97
ACETOOHBUTSYN-RXN	16362.59	20076.05	73242.70000000001	38570.08
ACETYL-COA-ACETYLTRANSFER-RXN	15083.759999999998	19971.0	85530.20999999999	29554.01
ACETYL-COA-CARBOXYLTRANSFER-RXN	14018.68	15009.48	69722.24	33027.17
ACETYL-COA-HYDROLASE-RXN	34.0	40.5	457.5	327.0
ACETYLGLUTKIN-RXN	5034.639999999999	5804.02	22860.33	13480.669999999998
ACETYLHOMOSER-CYS-RXN	3338.16	4439.95	21993.59	16204.77
ACETYLORNDEACET-RXN	4174.71	5570.5	15444.68	10112.02
ACETYLORNTRANSAM-RXN	5216.389999999999	6019.52	29274.24	15643.84
ACETYLSYNCLTH-RXN	60.0	13.0	416.0	51.0
ACID-PHOSPHATASE-RXN	428.44	1029.05	920.8	948.55
ACNEULY-RXN	111.0	244.5	1288.75	2851.25
ACSERLY-RXN	9480.57	10441.22	43573.78	20628.4
ACYL-COA-HYDROLASE-RXN	2.0	0.0	5.0	3.0
ACYL-COA-OXIDASE-RXN	192.0	197.0	760.0	482.0
ACYLACPSYNTH-RXN	512.44	804.55	6770.299999999999	4654.47
ACYLAMINOACYL-PEPTIDASE-RXN	105.0	307.0	805.0	483.0
ACYLCOASYN-RXN	9715.04	12378.49	67606.88	33810.39
ACYLGPEACYLTRANS-RXN	503.44	784.55	6064.300000000001	4638.47
ACYLNEURAMINATE-CYTIDYLYLTRANSFERASE-RXN	653.1800000000001	1305.0	11213.58	4518.33
ACYLPHOSPHATASE-RXN	3437.72	3305.52	24057.42	7849.33
ACYLPYRUVATE-HYDROLASE-RXN	47.0	23.5	5.0	2.83
ADCLY-RXN	3134.0	4290.77	11506.08	10592.25
ADDALT-RXN	2835.04	3671.4	10492.830000000002	5728.5
ADENINE-DEAMINASE-RXN	1131.54	2205.79	10956.18	2549.67
ADENODEAMIN-RXN	2835.04	3671.4	10492.830000000002	5728.5
ADENOSINE-KINASE-RXN	654.35	379.0	5750.91	1248.67
ADENOSYLHOMOCYSTEINASE-RXN	4434.62	4597.049999999999	25077.54	9034.72
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	2880.02	3497.24	10521.38	6524.45
ADENPHOSPHOR-RXN	4040.87	3888.04	24883.33	7709.15
ADENPRIBOSYLTRAN-RXN	4579.79	4477.02	24729.42	12420.5
ADENYL-KIN-RXN	5365.889999999999	5784.02	34054.08	14737.669999999998
ADENYLATECYC-RXN	3225.06	6338.629999999999	25294.5	12315.69
ADENYLOSUCCINATE-SYNTHASE-RXN	5277.639999999999	5802.52	32394.33	14115.169999999998
ADENYLYLSULFATE-REDUCTASE-RXN	128.0	36.0	1017.0	459.0
ADENYLYLSULFKIN-RXN	2003.21	3536.9	14945.68	9248.52
ADOMET-DMK-METHYLTRANSFER-RXN	5034.04	5396.82	33262.130000000005	13862.97
ADPREDUCT-RXN	11846.87	14111.39	50324.2	25546.39
AGMATIN-RXN	2528.13	2863.92	15832.69	7063.1900000000005
AGMATINE-DEIMINASE-RXN	1950.27	2743.95	4253.13	3126.05
AICARSYN-RXN	5079.639999999999	5489.52	32192.83	13777.169999999998
AICARTRANSFORM-RXN	5068.639999999999	5480.52	29912.33	13992.669999999998
AIRS-RXN	5034.639999999999	5710.02	26231.33	13803.669999999998
AKBLIG-RXN	1761.17	2241.87	20562.84	8537.42
ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	763.0	1279.7	5634.0	2898.5
ALANINE--TRNA-LIGASE-RXN	5277.639999999999	5751.29	35201.92	14655.669999999998
ALANINE-AMINOTRANSFERASE-RXN	2226.68	2272.0	6453.74	4146.08
ALANINE-DEHYDROGENASE-RXN	4003.56	4811.42	26693.58	12103.34
ALARACECAT-RXN	5746.639999999999	6227.79	33468.92	15143.419999999998
ALCOHOL-DEHYDROG-GENERIC-RXN	11259.35	14227.31	54861.8	23659.47
ALCOHOL-DEHYDROG-RXN	11259.35	14227.31	54861.8	23659.47
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	148.0	320.0	374.0	281.0
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN	62.0	39.0	4.0	0.0
ALDEHYDE-DEHYDROGENASE-NADP+-RXN	3046.44	3693.95	2578.3	1092.22
ALDHDEHYDROG-RXN	8789.39	11942.19	44021.19	18984.2
ALDOSE-1-EPIMERASE-RXN	2984.19	4844.39	13036.73	10910.06
ALDOSE1EPIM-RXN	2984.19	4844.39	13036.73	10910.06
ALKANE-1-MONOOXYGENASE-RXN	710.8299999999999	1185.5	4262.83	1702.83
ALKAPHOSPHA-RXN	3041.68	5635.0	21851.99	12439.58
ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN	111.0	162.0	436.75	431.5
ALLANTOATE-DEIMINASE-RXN	136.04	165.15	278.0	360.67
ALLANTOICASE-RXN	305.6	549.75	3872.41	3141.67
ALLANTOIN-RACEMASE-RXN	1632.79	2159.45	3243.55	1324.22
ALLANTOINASE-RXN	197.0	217.0	536.75	262.75
ALLOPHANATE-HYDROLASE-RXN	569.3299999999999	1225.7	3446.58	2655.83
ALPHA-AMYL-RXN	1048.6799999999998	1609.31	10481.2	7752.77
ALPHA-L-FUCOSIDASE-RXN	1518.01	3513.5	20491.0	25099.01
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	257.17	352.1	363.0	159.67
ALPHAGALACTOSID-RXN	719.04	1239.15	18409.0	6350.67
ALTRO-OXIDOREDUCT-RXN	510.44	863.95	830.3000000000001	626.47
ALTRODEHYDRAT-RXN	1858.88	2595.4	8834.35	2099.69
AMACETOXID-RXN	104.0	86.0	244.75	350.25
AMIDASE-RXN	3847.09	6171.42	16481.77	7582.86
AMINEOXID-RXN	104.0	86.0	244.75	350.25
AMINEPHEN-RXN	104.0	86.0	244.75	350.25
AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN	90.5	133.5	234.0	656.0
AMINOBENZCOALIG-RXN	73.78999999999999	582.4499999999999	1009.3	402.72
AMINOBUTDEHYDROG-RXN	84.0	178.0	358.75	316.25
AMINOCYL-TRNA-HYDROLASE-RXN	5067.639999999999	5665.52	32175.33	13897.5
AMINOGLYCOSIDE-N3-ACETYLTRANSFERASE-RXN	113.0	110.77	4310.59	388.5
AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN	537.5	873.27	1453.59	939.5
AMINOPARATHION-PHOSPHATASE-RXN	41.0	6.0	278.0	8.0
AMONITRO-RXN	0.0	0.0	29.0	0.0
AMP-DEPHOSPHORYLATION-RXN	6952.030000000001	8703.82	55088.37	20767.71
AMP-NUCLEOSID-RXN	1318.02	2579.55	11608.63	6133.63
AMPSYN-RXN	5079.639999999999	5489.52	32192.83	13777.169999999998
AMYLOMALT-RXN	1514.94	1430.45	13218.13	6835.47
AMYLOSUCRASE-RXN	131.67000000000002	163.0	379.5	252.67
ANTHRANILOYL-COA-MONOOXYGENASE-RXN	69.35	579.0	979.75	401.5
ANTHRANSYN-RXN	10056.18	10377.86	56116.4	28272.82
AQUACOBALAMIN-REDUCTASE-RXN	315.0	456.5	844.75	590.75
ARABISOM-RXN	430.5	777.77	4663.34	3590.25
ARACHIDONATE-15-LIPOXYGENASE-RXN	3.0	2.0	43.0	3.0
ARALKYLAMINE-DEHYDROGENASE-RXN	5.0	5.0	7.0	4.0
ARGDECARBOX-RXN	3846.76	3365.5	21457.82	12553.33
ARGINASE-RXN	894.94	1764.82	3656.64	1701.72
ARGININE--TRNA-LIGASE-RXN	5088.639999999999	5578.52	32301.83	14062.169999999998
ARGININE-DEIMINASE-RXN	367.27	748.97	2254.04	4128.7
ARGININE-N-SUCCINYLTRANSFERASE-RXN	3591.66	3523.5	8069.41	5374.41
ARGINYLTRANSFERASE-RXN	3138.87	4178.049999999999	12224.79	7996.72
ARGSUCCINLYA-RXN	5320.639999999999	5975.52	26108.83	13802.169999999998
ARGSUCCINSYN-RXN	4954.639999999999	5392.52	25753.33	13357.169999999998
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN	109.5	201.0	1660.0	2158.5
ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN	64.0	44.0	91.0	78.0
ARYL-ALCOHOL-DEHYDROGENASE-RXN	102.0	141.0	338.0	94.0
ARYLDIALKYL-PHOSPHATASE-RXN	41.0	6.0	278.0	8.0
ARYLDIALKYLPHOSPHATASE-RXN	41.0	6.0	278.0	8.0
ARYLESTERASE-RXN	41.0	6.0	278.0	8.0
ARYLFORMAMIDASE-RXN	449.0	1014.77	2599.84	1787.0
ARYLSULFAT-RXN	1033.58	3000.2	10184.08	8354.58
ARYLSULFATE-SULFOTRANSFERASE-RXN	142.0	197.0	148.0	67.0
ASNSYNA-RXN	250.5	477.27	2478.34	3685.75
ASNSYNB-RXN	4721.15	6422.4	32420.25	16036.61
ASPAMINOTRANS-RXN	4647.6900000000005	5942.32	36368.14	17931.97
ASPARAGHYD-RXN	4365.39	5206.12	23623.079999999998	17610.25
ASPARAGINE--TRNA-LIGASE-RXN	1041.1	1510.97	14932.54	5750.45
ASPARTASE-RXN	1067.17	1170.52	6661.91	6876.42
ASPARTATE--TRNA-LIGASE-RXN	5159.139999999999	5701.02	32044.33	13764.169999999998
ASPARTATE-4-DECARBOXYLASE-RXN	15.0	19.0	80.0	80.0
ASPARTATE-RACEMASE-RXN	2392.77	3127.2	10193.63	6338.549999999999
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	5533.41	5779.969999999999	34692.21000000001	15693.72
ASPARTATEKIN-RXN	6806.32	8524.47	45481.86	26853.2
ASPARTOACYLASE-RXN	0.0	1.5	8.5	18.5
ASPCARBTRANS-RXN	5067.639999999999	5542.52	29275.83	13929.169999999998
ASPDECARBOX-RXN	3655.19	3367.2200000000003	18485.550000000003	10963.14
ATP-ADENYLYLTRANSFERASE-RXN	988.52	417.0	8791.75	1750.0
ATP-CITRATE-PRO-S--LYASE-RXN	8.0	17.5	56.5	77.0
ATP-PYROPHOSPHATASE-RXN	2636.77	3844.55	10591.88	6053.8
ATPASE-RXN	9.0	6.5	188.5	31.5
ATPPHOSPHORIBOSYLTRANS-RXN	5035.04	5516.32	25881.13	13589.97
ATPSYN-RXN	15198.19	17041.11	87095.04000000001	42202.23
AZOBENZENE-REDUCTASE-RXN	46.0	95.0	335.0	269.5
BADH-RXN	3374.29	4107.45	8019.05	4631.3
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	84.0	260.0	382.0	419.0
BENZOATE--COA-LIGASE-RXN	29.05	117.0	907.25	388.5
BENZOATE-12-DIOXYGENASE-RXN	893.0	1343.0	6242.5	6446.0
BENZOYLFORMATE-DECARBOXYLASE-RXN	44.0	184.6	140.0	19.0
BENZYL-ALC-DEHYDROGENASE-RXN	102.0	141.0	338.0	94.0
BETA-GLUCURONID-RXN	80.67	551.5	165.75	224.42
BETA-LACTAMASE-RXN	3461.62	5670.0	14386.580000000002	8494.0
BETA-LYSINE-56-AMINOMUTASE-RXN	64.0	20.0	4499.0	348.0
BETA-PHOSPHOGLUCOMUTASE-RXN	133.6	244.47	80.04	25.95
BETAGALACTOSID-RXN	1664.94	3247.7	18879.7	21751.54
BILIRUBIN-OXIDASE-RXN	302.0	16.0	187.0	16.0
BIOTIN-CARBOXYL-RXN	5165.74	5513.44	30122.58	13260.829999999998
BIOTINLIG-RXN	5076.639999999999	5460.52	32042.33	13788.669999999998
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	7596.519999999999	9233.12	48233.93	22473.11
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	7596.519999999999	9233.12	48233.93	22473.11
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	7596.519999999999	9233.12	48233.93	22473.11
BTUR2-RXN	7497.18	8371.57	41065.12	18512.23
BUTYRATE--COA-LIGASE-RXN	19.0	5.0	112.0	27.0
BUTYRATE-KINASE-RXN	324.0	390.27	11930.09	4168.5
BUTYRYL-COA-DEHYDROGENASE-RXN	821.2	1141.82	2905.55	2299.88
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	135.0	164.0	2111.0	1551.0
CARBAMATE-KINASE-RXN	380.27	341.97	10317.79	3240.62
CARBODEHYDRAT-RXN	6016.02	7827.469999999999	29786.15	15111.59
CARBON-MONOXIDE-DEHYDROGENASE-RXN	3635.66	3979.9	46513.7	10099.88
CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN	358.0	504.0	4568.5	3351.0
CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN	447.0	587.0	2882.5	105.0
CARBOXYLESTERASE-RXN	381.6	290.74	5504.88	1012.2
CARBOXYMETHYLENEBUTENOLIDASE-RXN	3556.57	5456.450000000001	15016.31	7658.33
CARBPSYN-RXN	10126.78	11381.08	56823.09	28347.34
CARNDETRU-RXN	1007.5	1473.0	2363.25	722.25
CARNITINE-3-DEHYDROGENASE-RXN	1540.0	1683.0	2269.75	864.5
CATAL-RXN	7419.969999999999	10063.09	23217.75	15439.5
CATECHOL-12-DIOXYGENASE-RXN	417.0	578.5	1255.25	1825.0
CATECHOL-2-3-DIOXYGENASE-RXN	1527.1	2470.07	14265.04	10040.7
CATECHOL-23-DIOXYGENASE-RXN	1527.1	2470.07	14265.04	10040.7
CDP-GLUCOSE-46-DEHYDRATASE-RXN	237.0	573.1	782.16	750.1700000000001
CDPDIGLYPYPHOSPHA-RXN	50.0	56.0	217.75	128.25
CDPDIGLYSYN-RXN	5746.58	6388.969999999999	33004.630000000005	13977.64
CDPKIN-RXN	4951.139999999999	5431.52	31296.33	13249.669999999998
CDPREDUCT-RXN	11846.87	14111.39	50324.2	25546.39
CELLOBIOSE-PHOSPHORYLASE-RXN	36.5	13.5	1316.0	116.0
CELLULOSE-SYNTHASE-UDP-FORMING-RXN	296.94	386.25	1089.8000000000002	487.97
CEPHALOSPORIN-C-DEACETYLASE-RXN	58.17	43.5	94.5	40.17
CERAMIDASE-RXN	93.0	90.0	393.0	206.0
CERAMIDASE-YEAST-RXN	93.0	90.0	393.0	206.0
CERAMIDE-GLUCOSYLTRANSFERASE-RXN	104.5	157.7	117.0	40.5
CEREBROSIDE-SULFATASE-RXN	55.0	85.0	359.0	271.0
CHD-RXN	4256.54	5779.12	12622.05	6157.3
CHEBDEAMID-RXN	1337.88	1637.42	8080.17	4353.45
CHER-RXN	6381.59	7060.27	32073.35	16562.82
CHITIN-DEACETYLASE-RXN	29.0	31.0	16.0	5.0
CHLORAMPHENICOL-O-ACETYLTRANSFERASE-RXN	274.0	452.5	878.0	762.5
CHLORIDE-PEROXIDASE-RXN	729.29	1281.22	3461.3	2836.7200000000003
CHMS-DEHYDROGENASE-RXN	251.5	308.0	2419.25	1741.5
CHOLESTENONE-5-ALPHA-REDUCTASE-RXN	10.0	14.0	73.0	76.0
CHOLESTEROL-OXIDASE-RXN	239.0	356.0	1431.0	676.5
CHOLINE-SULFATASE-RXN	705.5	846.5	2280.75	862.0
CHOLOYLGLYCINE-HYDROLASE-RXN	642.6	951.8	6395.2	1437.7
CHORISMATE-SYNTHASE-RXN	5067.639999999999	5553.52	32175.33	14011.169999999998
CHORISMATEMUT-RXN	5230.7	5630.24	28192.53	12807.2
CHORPYRLY-RXN	2007.68	2059.0	5990.74	4178.75
CITC-RXN	85.0	59.0	301.75	245.25
CITRAMALYL-COA-LYASE-RXN	492.44	926.15	4145.55	2464.7200000000003
CITRYLY-RXN	2516.65	3170.5	14953.009999999998	6385.030000000001
CITSYN-RXN	5968.59	8118.72	31507.73	15076.91
CITTRANS-RXN	124.0	101.5	3475.25	648.75
COBALADENOSYLTRANS-RXN	7497.18	8371.57	41065.12	18512.23
COBALAMIN5PSYN-RXN	3174.54	3782.05	13069.04	7407.64
COBALAMINSYN-RXN	3174.54	3782.05	13069.04	7407.64
COBINAMIDEKIN-RXN	4136.87	4669.05	13109.29	7674.47
COBINPGUANYLYLTRANS-RXN	4136.87	4669.05	13212.29	7754.47
COENZYME-F420-HYDROGENASE-RXN	49.0	74.0	670.0	1135.0
CORTISONE-ALPHA-REDUCTASE-RXN	10.0	14.0	73.0	76.0
CPM-KDOSYNTH-RXN	4405.37	4780.049999999999	23076.04	12117.47
CREATINASE-RXN	215.5	168.0	1525.5	406.0
CREATININASE-RXN	2621.52	3953.25	9642.38	5485.05
CTPSYN-RXN	5030.639999999999	5469.02	31843.83	13759.34
CYCLOHEXADIENYL-DEHYDROGENASE-RXN	923.44	1578.05	4638.049999999999	1674.22
CYCLOHEXANONE-MONOOXYGENASE-RXN	281.33	566.5	974.33	651.8299999999999
CYCLOPENTANOL-DEHYDROGENASE-RXN	65.0	117.5	15.0	5.5
CYCPHOSDIESTER-RXN	1010.77	1435.24	12084.63	2856.12
CYSTATHIONINE-BETA-LYASE-RXN	4279.1900000000005	5143.17	28665.65	12679.82
CYSTATHIONINE-BETA-SYNTHASE-RXN	334.77	866.5	1688.25	777.6700000000001
CYSTEINE--TRNA-LIGASE-RXN	5099.639999999999	5486.52	32294.83	13910.169999999998
CYSTEINE-DIOXYGENASE-RXN	2.0	21.0	6.0	2.0
CYSTHIOCYS-RXN	509.1	610.77	3568.84	780.5
CYTDEAM-RXN	2403.4700000000003	3473.5	7907.240000000001	5074.17
CYTIDEAM-RXN	3318.71	3632.29	20903.68	7085.67
CYTIDEAM2-RXN	3318.71	3632.29	20903.68	7085.67
CYTIDINEKIN-RXN	1504.77	1820.01	20207.22	8270.119999999999
CYTIKIN-RXN	1504.77	1820.01	20207.22	8270.119999999999
CYTOCHROME-C-OXIDASE-RXN	17914.21	23247.22	83223.2	45308.98
CYTOCHROME-C-PEROXIDASE-RXN	1636.77	2334.8	12041.29	7486.97
CYTOCHROME-C3-HYDROGENASE-RXN	28.0	24.0	293.0	365.0
D-ALANINE-AMINOTRANSFERASE-RXN	1810.39	3142.25	13261.66	6914.09
D-AMINO-ACID-OXIDASE-RXN	17.85	68.0	873.25	368.5
D-ARABINITOL-4-DEHYDROGENASE-RXN	9.0	56.0	11.5	8.0
D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	1024.73	1701.9	6087.01	2467.61
D-PPENTOMUT-RXN	1967.6	2227.57	4301.04	2101.45
D-RIBULOKIN-RXN	292.0	440.0	47.0	28.0
D-SORBITOL-DEHYDROGENASE-RXN	958.0	900.0	217.0	108.0
D-THREO-ALDOSE-1-DEHYDROGENASE-RXN	577.44	884.45	1286.3000000000002	802.72
D-XYLULOSE-REDUCTASE-RXN	66.0	84.0	383.0	159.0
DADPKIN-RXN	4951.139999999999	5431.52	31296.33	13249.669999999998
DAHPSYN-RXN	7532.15	8233.52	35541.4	16850.0
DALADALALIG-RXN	5411.06	5782.27	38936.58	15155.59
DAPASYN-RXN	2728.1	3156.1	10804.99	7964.25
DARAB5PISOM-RXN	4498.87	4868.049999999999	23248.29	12234.22
DCDPC-RXN	2.0	0.0	6.0	2.0
DCDPKIN-RXN	4951.139999999999	5431.52	31296.33	13249.669999999998
DCMP-DEAMINASE-RXN	982.52	914.47	12044.54	5035.87
DCTP-DEAM-RXN	3537.12	4504.049999999999	18405.29	8754.3
DCTP-PYROPHOSPHATASE-RXN	50.0	58.0	239.75	136.25
DCYSDESULF-RXN	204.5	236.6	5289.5	747.25
DEHYDDEOXGALACTKIN-RXN	1763.94	2492.95	3580.55	1757.72
DEHYDDEOXPHOSGALACT-ALDOL-RXN	1737.44	2440.95	3494.05	1651.72
DEHYDOGLUCONOKINASE-RXN	950.0	899.0	166.0	103.0
